headline,guardian_keywords,esg_category
The Sixth Extinction by Elizabeth Kolbert review – ‘kill half of what you see’ ,"['climate change', 'environment']",environmental
"Coal is not the solution to energy poverty, warn aid agencies ","['environment', 'renewable energy']",environmental
Global poll of views on environment and science finds sharpest divide in US ,"['environment', 'climate change', 'climate change']",environmental
World's first solar panel road opens in Normandy village ,"['environment', 'renewable energy']",environmental
"Scientists investigate death of 10,000 endangered 'scrotum' frogs in Peru ","['pollution', 'environment']",environmental
A climate of uncertainty: pro cycling in a warming world | Adam Phelan ,['climate change'],environmental
"My dog is a registered waste collector, says critic of lax regulation ","['waste', 'environment', 'recycling']",environmental
Lloyd’s of London reopens building for first time since March ,"['climate change', 'environment']",environmental
Rating agency S&amp;P warns 13 oil and gas companies they risk downgrades as renewables pick up steam ,"['environment', 'climate change', 'renewable energy']",environmental
"Windfarms may have 'potential health impacts', Tony Abbott says ","['renewable energy', 'environment']",environmental
Sussex chemical haze: MPs criticise decision to curtail investigation ,"['air pollution', 'pollution', 'environment']",environmental
"Air pollution causes jump in dementia risk, study suggests ","['air pollution', 'pollution', 'environment']",environmental
Court rejects EPA's attempt to halt Obama-era methane rule ,"['greenhouse gas emissions', 'environment']",environmental
Home affairs warned Australian government of growing climate disaster risk after May election ,"['climate change', 'environment']",environmental
Scott Ludlam pleads not guilty over Sydney Extinction Rebellion protest ,"['environment', 'climate change']",environmental
Pacific ??Island nations consider world's first treaty to ban fossil fuels ,"['climate change', 'environment', 'greenhouse gas emissions']",environmental
Climate emergency to blame for heather crisis – National Trust ,"['climate change', 'environment']",environmental
Air pollution linked to poor sperm quality ,"['air pollution', 'environment']",environmental
Boris Johnson urges major economies to go carbon neutral by 2050 ,['climate change'],environmental
Windfarms drive fall in wholesale energy price with lower bills forecast for 2020 ,"['renewable energy', 'environment']",environmental
VW drivers' lawyer condemns carmaker for 'staggering' lack of information ,"['greenhouse gas emissions', 'climate change', 'environment']",environmental
'Uncooperative crusties': Boris Johnson attacks Extinction Rebellion activists ,"['climate change', 'environment']",environmental
Our planet can’t take many more populists like Brazil’s Bolsonaro | Jonathan Watts ,"['climate change', 'environment']",environmental
Sea level rise will double coastal flood risk worldwide ,"['climate change', 'climate change', 'environment']",environmental
Tell Donald Trump: the Paris climate deal is very good for America ,"['climate change', 'greenhouse gas emissions', 'environment']",environmental
The five: changes in animal behaviour due to global heating ,"['climate change', 'environment']",environmental
One new species of 'micro-moth' found in Britain every year ,"['climate change', 'environment']",environmental
Every little recycled yoghurt pot helps – but how best can you help save the planet? ,"['environment', 'climate change', 'greenhouse gas emissions']",environmental
Sadiq Khan: Gove must get a grip on 'life and death' air pollution crisis ,"['pollution', 'environment', 'air pollution']",environmental
Climate change in the Arctic is messing with our weather | John Abraham ,"['environment', 'climate change', 'climate change']",environmental
Disturbing turtle video drives UK pub chain to clamp down on plastic straws ,"['plastics', 'pollution', 'environment']",environmental
Paris climate summit: Developing countries angry over financial plan ,"['greenhouse gas emissions', 'climate change', 'environment']",environmental
"At least one major oil company will turn its back on fossil fuels, says scientist ","['environment', 'renewable energy']",environmental
Record levels of green energy in UK create strange new world for generators ,"['renewable energy', 'environment']",environmental
Car industry lobbied UK government to delay ban on petrol and diesel cars ,['greenhouse gas emissions'],environmental
The tardigrade in the ice hole: how extreme life finds a way in the Arctic ,"['environment', 'climate change']",environmental
Could techno-fixes and gene therapies really save the world’s coral? ,"['environment', 'climate change', 'climate change']",environmental
What do you do with a derelict Center Parcs? Map out a waste-free world | Holly Dicker ,"['environment', 'recycling', 'waste']",environmental
Air pollution where girl died in London 'should have been treated as emergency' ,"['air pollution', 'environment', 'pollution']",environmental
Water scarcity: your photos and stories  via @GuardianGDP,['climate change'],environmental
Why not invest in your local chippy? It could be a source of renewable energy ,"['renewable energy', 'environment']",environmental
"It’s too late to save our world, so enjoy the spectacle of doom  ","['pollution', 'environment']",environmental
Solar thermal panels latest to be hit by UK subsidy cuts ,"['environment', 'renewable energy']",environmental
Cover-up: Jakarta hides foul river with giant net before Asian Games ,"['pollution', 'environment']",environmental
'We can move forward now': UN climate talks take significant step ,"['climate change', 'environment']",environmental
Spain offers to host UN climate conference after Chile cancellation ,"['climate change', 'environment']",environmental
"At 68, my climate activism made me a criminal. But I refuse to give up | Angie Zelter ","['environment', 'climate change']",environmental
The climate revolution must be accessible – this fight belongs to disabled people too | Hannah Dines ,"['climate change', 'environment']",environmental
Trump’s UK visit and the power of protest | Letters ,"['climate change', 'climate change', 'environment']",environmental
